DrugBank ID,Common name,SMILES
DB01524,Androstenediol,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
DB01525,Ecgonine,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](O)C2
DB01527,Clortermine,CC(C)(N)Cc1ccccc1Cl
DB01529,Dextromoramide,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
DB01531,Desomorphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@H]3[C@H]1C5
DB01532,α-Methylacetylfentanyl,CC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1
DB01533,Diethylthiambutene,CCN(CC)C(C)C=C(c1cccs1)c1cccs1
DB01534,Chlorhexadol,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl
DB01535,Carfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1
DB01536,Androstenedione,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
DB01538,Acetyldihydrocodeine,COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
DB01541,Boldenone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O
DB01542,Allylprodine,C=CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1
DB01544,Flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
DB01545,Ethyl loflazepate,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O
DB01546,Etryptamine,CCC(N)Cc1c[nH]c2ccccc12
DB01547,Drotebanol,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3
DB01548,Diprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
DB01549,Rolicyclidine,c1ccc(C2(N3CCCC3)CCCCC2)cc1
DB01550,Fenproporex,CC(Cc1ccccc1)NCCC#N
DB01551,Dihydrocodeine,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
DB01552,Betameprodine,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1CC
DB01553,Cloxazolam,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1
DB01554,Bolandiol,C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@@H]43)[C@@H]1CC[C@@H]2O
DB01555,Alphacetylmethadol,CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1
DB01556,Chlorphentermine,CC(C)(N)Cc1ccc(Cl)cc1
DB01557,α-Methylfentanyl,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1
DB01558,Bromazepam,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
DB01559,Clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl
DB01560,Cathinone,C[C@H](N)C(=O)c1ccccc1
DB01561,Androstanedione,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
DB01563,Chloral hydrate,OC(O)C(Cl)(Cl)Cl
DB01564,Calusterone,C[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12
DB01565,Dihydromorphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5
DB01566,Methylenedioxyethamphetamine,CCNC(C)Cc1ccc2c(c1)OCO2
DB01567,Fludiazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
DB01568,Codeine-N-oxide,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[N@@+](C)([O-])CC[C@@]341
DB01569,Formebolone,C[C@]12C=C(C=O)C(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@@]2(C)[C@H]1CC[C@]2(C)O
DB01570,Ohmefentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1C
DB01572,Methyl-1-testosterone,C[C@]12C=CC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
DB01573,Benzylmorphine,CN1CC[C@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
DB01574,Attapulgite,O.O.O.O.[Al+3].[Mg+2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-].[Si+4].[Si+4].[Si+4].[Si+4]
DB01575,Kaolin,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-]
DB01576,Dextroamphetamine,C[C@H](N)Cc1ccccc1
DB01577,Metamfetamine,CN[C@@H](C)Cc1ccccc1
DB01578,Metrizamide,CC(=O)Nc1c(I)c(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)c(I)c(N(C)C(C)=O)c1I
DB01579,Phendimetrazine,C[C@H]1[C@H](c2ccccc2)OCCN1C
DB01580,Oxprenolol,C=CCOc1ccccc1OCC(O)CNC(C)C
DB01581,Sulfamerazine,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
DB01582,Sulfamethazine,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
DB01583,Liotrix,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+].[Na+]
DB01586,Ursodeoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DB01587,Ketazolam,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1
DB01588,Prazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
DB01589,Quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
DB01590,Everolimus,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
DB01591,Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
DB01592,Iron,[Fe]
DB01593,Zinc,[Zn]
DB01594,Cinolazepam,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21
DB01595,Nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
DB01597,Cilastatin,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O
DB01598,Imipenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12
DB01599,Probucol,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DB01600,Tiaprofenic acid,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
DB01601,Lopinavir,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
DB01602,Bacampicillin,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C
DB01603,Meticillin,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
DB01604,Pivampicillin,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C
DB01605,Pivmecillinam,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C
DB01606,Tazobactam,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
DB01607,Ticarcillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O
DB01608,Periciazine,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
DB01609,Deferasirox,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
DB01610,Valganciclovir,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21
DB01611,Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
DB01612,Amyl Nitrite,CCCCCON=O
DB01613,Erythrityl tetranitrate,O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-]
DB01614,Acepromazine,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
DB01615,Aceprometazine,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
DB01616,Alverine,CCN(CCCc1ccccc1)CCCc1ccccc1
DB01618,Molindone,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
DB01619,Phenindamine,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12
DB01620,Pheniramine,CN(C)CCC(c1ccccc1)c1ccccn1
DB01621,Pipotiazine,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
DB01622,Thioproperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
DB01623,Thiothixene,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
DB01624,Zuclopenthixol,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
DB01625,Isopropamide,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
DB01626,Pargyline,C#CCN(C)Cc1ccccc1
DB01627,Lincomycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1
DB01628,Etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
DB01631,Methyl nonanoate,CCCCCCCCC(=O)OC
DB01633,Deoxy-2-fluoro-beta-D-cellotrioside,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](F)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
DB01638,Sorbitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
DB01639,N-Methyl-Pyridoxal-5'-Phosphate,Cc1c(O)c(C=O)c(COP(=O)(O)O)c[n+]1C
DB01642,methyl beta-D-glucopyranoside,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DB01643,Thymidine monophosphate,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
DB01645,Genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
DB01646,N-Acetylmethionine,CSCC[C@H](NC(C)=O)C(=O)O
DB01647,Daxalipram,CCCOc1cc([C@]2(C)CNC(=O)O2)ccc1OC
DB01648,Methyl 4-thio-beta-D-glucopyranoside,CO[C@@H]1O[C@H](CO)[C@@H](S)[C@H](O)[C@H]1O
DB01650,trans-2-hydroxycinnamic acid,O=C(O)/C=C/c1ccccc1O
DB01655,L-gulonic acid 6-phosphate,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COP(=O)(O)O
DB01656,Roflumilast,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
DB01662,Trans-O-Hydroxy-Alpha-Methyl Cinnamate,C[C@H](Cc1ccccc1O)C(=O)O
DB01666,D-Myo-Inositol-Hexasulphate,O=S(=O)(O)O[C@H]1[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O
DB01668,Nanaomycin D,C[C@@H]1O[C@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(O)cccc1C2=O
DB01669,Virginiamycin M1,CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1
DB01670,Propyl acetate,CCCOC(C)=O
DB01671,p-Hydroxymercuribenzoic acid,O=C(O)c1cc[c]([Hg][OH])cc1
DB01675,Methacrylyl-Coenzyme A,C=C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
DB01676,Trinitrotoluene,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
DB01677,Fumaric acid,O=C(O)/C=C/C(=O)O
DB01679,Propyl Trihydrogen Diphosphate,CCCO[P@@](=O)(O)OP(=O)(O)O
DB01681,Benzene Hexacarboxylic Acid,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O
DB01683,Chymostatin,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](Cc1ccccc1)C(=O)O)C1CCNC(=N)N1)C(=O)N[C@H](C=O)Cc1ccccc1
DB01685,Topiroxostat,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1
DB01686,"N,N-dimethylarginine",CN(C)/C(N)=N/CCC[C@H](N)C(=O)O
DB01687,beta-Mannobiose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O
DB01688,P-Cresol,Cc1ccc(O)cc1
DB01689,Inhibitor Idd 384,Cc1ccccc1CC(=O)Nc1cc(C)c(S(=O)(=O)NCC(=O)O)c(C)c1
DB01690,Bis(Adenosine)-5'-Triphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
DB01691,Indole Naphthyridinone,CN(Cc1cn(C)c2ccccc12)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2
DB01692,Dithioerythritol,O[C@H](CS)[C@@H](O)CS
DB01694,D-tartaric acid,O=C(O)[C@@H](O)[C@H](O)C(=O)O
DB01695,N-Hydroxy-4-phosphonobutanamide,O=C(CCCP(=O)(O)O)NO
DB01697,beta-cellotriose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
DB01698,Rutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
DB01700,AICA ribonucleotide,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1N
DB01703,N-(2-ferrocenylethyl)maleimide,O=C1C=CC(=O)N1CC[C]12[CH]3[CH]4[CH]5[CH]1[Fe]45321678[CH]2[CH]1[CH]6[CH]7[CH]28
DB01705,Bis(5-Amidino-Benzimidazolyl)Methane,NC(=[NH2+])c1ccc2nc(Cc3nc4ccc(C(=[NH2+])[NH3+])cc4[nH]3)[nH]c2c1
DB01707,"L-Alfa-Lysophosphatidylcholine, Lauroyl",CCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
DB01708,Prasterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
DB01710,Porphyrin Fe(III),C1=Cc2cc3ccc(cc4nc(cc5ccc(cc1n2)[n-]5)C=C4)[n-]3.[Fe+5]
DB01713,UDP-alpha-D-xylose,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB01714,Epsilon-N-methyllysine,CNCCCC[C@H](N)C(=O)O
DB01717,Bis(Adenosine)-5'-Pentaphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
DB01718,Cetrimonium,CCCCCCCCCCCCCCCC[N+](C)(C)C
DB01719,Thio-Maltopentaose,OC[C@H]1O[C@H](S[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](S[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](S)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
DB01724,L-Threoninol,C[C@@H](O)[C@H](N)CO
DB01727,Isocitric Acid,O=C(O)C[C@H](C(=O)O)[C@H](O)C(=O)O
DB01733,L-Phospholactate,C[C@@H](OP(=O)(O)O)C(=O)O
DB01738,Phosphorylcolamine,NCCOP(=O)(O)O
DB01739,L-alloisoleucine,CC[C@@H](C)[C@H](N)C(=O)O
DB01744,Camphor,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
DB01746,D-Leucine,CC(C)C[C@@H](N)C(=O)O
DB01747,Coprogen,CC(=O)N[C@@H](CCCN([O-])C(=O)/C=C(\C)CCO)C(=O)OCC/C(C)=C/C(=O)N([O-])CCC[C@@H]1NC(=O)[C@H](CCCN([O-])C(=O)/C=C(\C)CCO)NC1=O.[Fe+3]
DB01748,N-Benzyl-4-Sulfamoyl-Benzamide,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1
DB01751,Tetraiodothyroacetic acid,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1
DB01752,S-adenosyl-L-homocysteine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
DB01759,Kojic acid,O=c1cc(CO)occ1O
DB01762,Acetoacetic acid,CC(=O)CC(=O)O
DB01764,Dalfopristin,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12
DB01766,Beta-(2-Naphthyl)-Alanine,N[C@@H](Cc1ccc2ccccc2c1)C(=O)O
DB01767,Hemi-Babim,N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1
DB01768,Methylumbelliferyl sialic acid,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)O)C[C@@H]1O
DB01775,Dihydroxyacetone,O=C(CO)CO
DB01776,M-Cresol,Cc1cccc(O)c1
DB01777,CoA-S-trimethylene-acetyl-tryptamine,CC(C)(CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCCCCC(=O)NCCc1c[nH]c2ccccc12
DB01779,Glycerol 2-phosphate,O=P(O)(O)OC(CO)CO
DB01780,Fusicoccin,C=CC(C)(C)OC[C@H]1O[C@H](O[C@@H]2C3=C([C@H](C)COC(C)=O)C[C@H](O)[C@]3(C)/C=C3/[C@@H](COC)CC[C@H]3[C@@H](C)[C@H]2O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1O
DB01782,Pyrazolanthrone,O=C1c2ccccc2-c2n[nH]c3cccc1c23
DB01783,Pantothenic acid,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
DB01785,Dimethylallyl Diphosphate,CC(C)=CCO[P@@](=O)(O)OP(=O)(O)O
DB01786,D-Alanine,C[C@@H](N)C(=O)O
DB01791,Piclamilast,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1
DB01794,bis(molybdopterin)tungsten cofactor,Nc1nc2c(c(=O)[nH]1)NC1C3=C4[S][W]5([S]C6=C([S]5)C5Nc7c(nc(N)[nH]c7=O)NC5OC6COP(=O)([O-])[O][Mg][O]P(=O)([O-])OCC4OC1N2)[S]3
DB01795,Phenylboronic acid,OB(O)c1ccccc1
DB01796,Quinolinic Acid,O=C(O)c1cccnc1C(=O)O
DB01798,Ethyl Dihydrogen Diphosphate,CCO[P@@](=O)(O)OP(=O)(O)O
DB01805,Monoisopropylphosphorylserine,CC(C)OP(=O)(O)OC[C@H](N)C(=O)O
DB01808,Thiarsahydroxy-Cysteine,N[C@@H](CS[AsH]O)C(=O)O
DB01812,"Adenosine 3',5'-diphosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
DB01813,Pyridoxyl-Glutamic Acid-5'-Monophosphate,Cc1[nH+]cc(COP(=O)(O)O)c(CN[C@@H](CCC(=O)O)C(=O)O)c1O
DB01815,Nz-(Dicarboxymethyl)Lysine,N[C@@H](CCCCNC(C(=O)O)C(=O)O)C(=O)O
DB01816,Castanospermine,O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12
DB01817,Threonine-Aspartic Ester,C[C@@H](O[C@@H](O)C[C@H](N)C(=O)O)[C@H](N)C(=O)O
DB01819,Phosphoenolpyruvate,C=C(OP(=O)(O)O)C(=O)O
DB01823,Beta-D-Glucopyranose Spirohydantoin,O=C1NC(=O)[C@]2(N1)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
DB01826,N-Butyl Isocyanide,[C-]#[N+]CCCC
DB01828,Methylamine,CN
DB01829,Desulfo-coenzyme A,CCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
DB01831,Tryptophanyl-5'amp,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)[C@@H](O)[C@H]1O
DB01833,Canavanine,N=C(N)NOCC[C@H](N)C(=O)O
DB01837,O-acetyl-L-serine,CC(=O)OC[C@H](N)C(=O)O
DB01839,Propylene glycol,CC(O)CO
DB01844,"N,N-dimethylformamide",CN(C)C=O
DB01846,Oxidized coenzyme A,CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSO
DB01847,N-Carbamyl-D-Valine,CC(C)[C@@H](NC(N)=O)C(=O)O
DB01849,Dihydrouracil,O=C1CCNC(=O)N1
DB01851,Tetrabutylammonium Ion,CCCC[N+](CCCC)(CCCC)CCCC
DB01852,Kaempherol,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
DB01853,Bacteriochlorophyll A,CC[C@H]1c2cc3[n-]c4c(c3C)C(=O)[C@H](C(=O)OC)c4c3nc(cc4[n-]c(cc(n2)[C@@H]1C)c(C(C)=O)c4C)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C.[Mg+2]
DB01856,Pimelic Acid,O=C(O)CCCCCC(=O)O
DB01857,Phosphoaspartate,N[C@@H](CC(=O)OP(=O)(O)O)C(=O)O
DB01860,Cordycepin Triphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C[C@H]1O
DB01861,Uridine diphosphate glucose,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB01862,Isopropyl beta-D-thiogalactopyranoside,CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
DB01863,"Inositol 1,3,4,5-Tetrakisphosphate",O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O
DB01873,Epothilone D,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1
DB01874,Tropinone,CN1[C@@H]2CC[C@H]1CC(=O)C2
DB01876,Bis(5-Amidino-2-Benzimidazolyl)Methanone,N=C(N)c1ccc2[nH]c(C(=O)c3nc4ccc(C(=N)N)cc4[nH]3)nc2c1
DB01878,Benzophenone,O=C(c1ccccc1)c1ccccc1
DB01885,D-Galctopyranosyl-1-On,O=C1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
DB01891,Tl-3-093,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1
DB01892,Hyperforin,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@@]1(C(=O)C(C)C)C2=O
DB01895,Aspartyl-Adenosine-5'-Monophosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)[C@@H](N)CC(=O)O)[C@@H](O)[C@H]1O
DB01896,M-Aminophenylboronic Acid,Nc1cccc(B(O)O)c1
DB01901,Sucrosofate,O=S(=O)(O)OC[C@H]1O[C@@](COS(=O)(=O)O)(O[C@H]2O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O
